,2014 Crimean crisis,2014 FIFA World Cup,2014 Ferguson unrest,2014 Hong Kong protests,2014 Israel–Gaza conflict,2014 Winter Olympics,Chibok schoolgirl kidnapping,Cuba–United States relations,Ebola virus epidemic in West Africa,Eurovision Song Contest 2014,Felipe VI of Spain,Gamergate controversy,Heartbleed,Ice Bucket Challenge,"Indian general election, 2014",Islamic State of Iraq and the Levant,Malaysia Airlines Flight 17,Malaysia Airlines Flight 370,Minecraft,Rosetta spacecraft,"Scottish independence referendum, 2014",Sinking of the MV Sewol,Soma mine disaster,"United States elections, 2014"
2013-12-01,0.0,9471.0,0.0,0.0,0.0,5693.0,0.0,278.0,0.0,3117.0,0.0,0.0,0.0,0.0,2326.0,472.0,0.0,0.0,10764.0,189.0,1868.0,0.0,0.0,268.0
2013-12-02,0.0,14587.0,0.0,0.0,0.0,7428.0,0.0,516.0,0.0,2640.0,0.0,0.0,0.0,0.0,3544.0,529.0,0.0,0.0,10282.0,220.0,2097.0,0.0,0.0,458.0
2013-12-03,0.0,24071.0,0.0,0.0,0.0,6414.0,0.0,678.0,0.0,2381.0,0.0,0.0,0.0,0.0,3527.0,654.0,0.0,0.0,9957.0,236.0,1741.0,0.0,0.0,444.0
2013-12-04,0.0,25208.0,0.0,0.0,0.0,7061.0,0.0,702.0,0.0,2664.0,0.0,0.0,0.0,0.0,5181.0,749.0,0.0,0.0,32097.0,308.0,2529.0,0.0,0.0,490.0
2013-12-05,0.0,26265.0,0.0,0.0,0.0,6884.0,0.0,669.0,0.0,4639.0,0.0,0.0,0.0,0.0,4143.0,807.0,0.0,0.0,10875.0,225.0,2112.0,0.0,0.0,494.0
2013-12-06,0.0,201519.0,0.0,0.0,0.0,7558.0,0.0,553.0,0.0,3650.0,1.0,0.0,0.0,0.0,3146.0,707.0,0.0,0.0,10365.0,164.0,1631.0,0.0,0.0,429.0
2013-12-07,0.0,96299.0,0.0,0.0,0.0,6170.0,0.0,314.0,0.0,3525.0,0.0,0.0,0.0,0.0,2884.0,538.0,0.0,0.0,10646.0,124.0,1355.0,0.0,0.0,249.0
2013-12-08,0.0,37369.0,0.0,0.0,0.0,7552.0,0.0,367.0,0.0,3148.0,0.0,0.0,0.0,0.0,15074.0,635.0,0.0,0.0,10705.0,388.0,1982.0,0.0,0.0,272.0
2013-12-09,0.0,33564.0,0.0,0.0,0.0,9646.0,0.0,701.0,0.0,2851.0,0.0,0.0,0.0,0.0,11609.0,657.0,0.0,0.0,10351.0,256.0,1826.0,0.0,0.0,401.0
2013-12-10,0.0,22825.0,0.0,0.0,0.0,8045.0,0.0,2104.0,0.0,2443.0,0.0,0.0,0.0,0.0,5901.0,893.0,0.0,0.0,11000.0,1156.0,1632.0,0.0,0.0,507.0
2013-12-11,0.0,17522.0,0.0,0.0,0.0,8508.0,0.0,2334.0,0.0,2536.0,0.0,0.0,0.0,0.0,3903.0,847.0,0.0,0.0,10545.0,835.0,1471.0,0.0,0.0,526.0
2013-12-12,0.0,14785.0,0.0,0.0,0.0,7777.0,0.0,947.0,0.0,2818.0,1.0,0.0,0.0,0.0,2730.0,721.0,0.0,0.0,10559.0,406.0,1990.0,0.0,0.0,444.0
2013-12-13,0.0,13102.0,0.0,0.0,0.0,6421.0,0.0,630.0,0.0,3042.0,0.0,0.0,0.0,0.0,2124.0,708.0,0.0,0.0,10656.0,228.0,1463.0,0.0,0.0,376.0
2013-12-14,0.0,10507.0,0.0,0.0,0.0,5886.0,0.0,284.0,0.0,3385.0,0.0,0.0,0.0,0.0,1899.0,513.0,0.0,0.0,11210.0,165.0,1084.0,0.0,0.0,253.0
2013-12-15,0.0,10391.0,0.0,0.0,0.0,8032.0,0.0,416.0,0.0,3618.0,0.0,0.0,0.0,0.0,1977.0,655.0,0.0,0.0,11102.0,235.0,1199.0,0.0,0.0,250.0
2013-12-16,0.0,11361.0,0.0,0.0,0.0,10836.0,0.0,539.0,0.0,2758.0,1.0,0.0,0.0,0.0,2487.0,717.0,0.0,0.0,12787.0,306.0,1497.0,0.0,0.0,378.0
2013-12-17,0.0,10599.0,0.0,0.0,0.0,9398.0,0.0,426.0,0.0,2549.0,0.0,0.0,0.0,0.0,2181.0,633.0,0.0,0.0,13964.0,253.0,1251.0,0.0,0.0,505.0
2013-12-18,0.0,9997.0,0.0,0.0,0.0,12419.0,0.0,466.0,0.0,4025.0,0.0,0.0,0.0,0.0,2183.0,699.0,0.0,0.0,12770.0,196.0,1332.0,0.0,0.0,503.0
2013-12-19,0.0,9321.0,0.0,0.0,0.0,10604.0,0.0,453.0,0.0,4811.0,0.0,0.0,0.0,0.0,1921.0,871.0,0.0,0.0,12316.0,228.0,1283.0,0.0,0.0,495.0
2013-12-20,0.0,8143.0,0.0,0.0,0.0,9192.0,0.0,305.0,0.0,3458.0,1.0,0.0,0.0,0.0,1675.0,680.0,0.0,0.0,12122.0,268.0,1132.0,0.0,0.0,480.0
2013-12-21,0.0,6709.0,0.0,0.0,0.0,8045.0,0.0,158.0,0.0,5466.0,0.0,0.0,0.0,0.0,1368.0,484.0,0.0,0.0,11741.0,305.0,870.0,0.0,0.0,289.0
2013-12-22,0.0,7239.0,0.0,0.0,0.0,9538.0,0.0,234.0,0.0,3863.0,0.0,0.0,0.0,0.0,1466.0,438.0,0.0,0.0,11801.0,234.0,954.0,0.0,0.0,275.0
2013-12-23,0.0,7972.0,0.0,0.0,0.0,11663.0,0.0,183.0,0.0,3404.0,0.0,0.0,0.0,0.0,2351.0,531.0,0.0,0.0,12140.0,211.0,952.0,0.0,0.0,377.0
2013-12-24,0.0,7001.0,0.0,0.0,0.0,8447.0,0.0,131.0,0.0,3149.0,0.0,0.0,0.0,0.0,2267.0,547.0,0.0,0.0,11176.0,229.0,937.0,0.0,0.0,322.0
2013-12-25,0.0,6766.0,0.0,0.0,0.0,6996.0,0.0,96.0,0.0,2760.0,0.0,0.0,0.0,0.0,1751.0,412.0,0.0,0.0,11205.0,141.0,813.0,0.0,0.0,256.0
2013-12-26,0.0,7247.0,0.0,0.0,0.0,9571.0,0.0,146.0,0.0,3186.0,0.0,0.0,0.0,0.0,1899.0,589.0,0.0,0.0,12140.0,175.0,1137.0,0.0,0.0,464.0
2013-12-27,0.0,7626.0,0.0,0.0,0.0,9153.0,0.0,173.0,0.0,3501.0,2.0,0.0,0.0,0.0,2018.0,1921.0,0.0,0.0,11978.0,244.0,1206.0,0.0,0.0,526.0
2013-12-28,0.0,6681.0,0.0,0.0,0.0,9148.0,0.0,148.0,0.0,4349.0,0.0,0.0,0.0,0.0,1851.0,725.0,0.0,0.0,10697.0,147.0,1078.0,0.0,0.0,462.0
2013-12-29,0.0,6818.0,0.0,0.0,0.0,15094.0,0.0,142.0,0.0,4835.0,1.0,0.0,0.0,0.0,2220.0,618.0,0.0,0.0,11248.0,156.0,1291.0,0.0,0.0,501.0
2013-12-30,0.0,7962.0,0.0,0.0,0.0,24676.0,0.0,217.0,0.0,3336.0,0.0,0.0,0.0,0.0,2744.0,677.0,0.0,0.0,11082.0,250.0,1447.0,0.0,0.0,592.0
2013-12-31,0.0,10377.0,0.0,0.0,0.0,16874.0,0.0,196.0,0.0,3774.0,0.0,0.0,0.0,0.0,2811.0,573.0,0.0,0.0,10170.0,463.0,1945.0,0.0,0.0,594.0
2014-01-01,0.0,9564.0,0.0,0.0,0.0,15711.0,0.0,175.0,0.0,4117.0,0.0,0.0,0.0,0.0,2544.0,477.0,0.0,0.0,9754.0,511.0,2902.0,0.0,0.0,574.0
2014-01-02,0.0,9938.0,0.0,0.0,0.0,18111.0,0.0,247.0,0.0,3471.0,1.0,0.0,0.0,0.0,3418.0,1133.0,0.0,0.0,10162.0,545.0,2369.0,0.0,0.0,766.0
2014-01-03,0.0,9886.0,0.0,0.0,0.0,14964.0,0.0,208.0,0.0,3519.0,0.0,0.0,0.0,0.0,4458.0,1867.0,0.0,0.0,11041.0,313.0,1908.0,0.0,0.0,754.0
2014-01-04,0.0,7560.0,0.0,0.0,0.0,13575.0,0.0,217.0,0.0,3207.0,0.0,0.0,0.0,0.0,3437.0,4101.0,0.0,0.0,11492.0,218.0,1760.0,0.0,0.0,476.0
2014-01-05,0.0,1286.0,0.0,0.0,0.0,5203.0,0.0,60.0,0.0,463.0,0.0,0.0,0.0,0.0,348.0,1634.0,0.0,0.0,2514.0,62.0,312.0,0.0,0.0,111.0
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-07,0.0,12739.0,0.0,0.0,0.0,31414.0,0.0,425.0,0.0,4438.0,0.0,0.0,0.0,0.0,3732.0,19323.0,0.0,0.0,11372.0,351.0,2430.0,0.0,0.0,854.0
2014-01-08,0.0,12871.0,0.0,0.0,0.0,26787.0,0.0,396.0,0.0,3964.0,0.0,0.0,0.0,0.0,3253.0,12027.0,0.0,0.0,10354.0,384.0,2260.0,0.0,0.0,834.0
2014-01-09,0.0,11322.0,0.0,0.0,0.0,23434.0,0.0,459.0,0.0,4943.0,1.0,0.0,0.0,0.0,4109.0,9623.0,0.0,0.0,10280.0,435.0,2088.0,0.0,0.0,688.0
2014-01-10,0.0,10850.0,0.0,0.0,0.0,23282.0,0.0,613.0,0.0,5874.0,1.0,0.0,0.0,0.0,3312.0,8823.0,0.0,0.0,11167.0,340.0,1736.0,0.0,0.0,700.0
2014-01-11,0.0,9003.0,0.0,0.0,0.0,17536.0,0.0,263.0,0.0,6268.0,0.0,0.0,0.0,0.0,2316.0,5936.0,0.0,0.0,11983.0,260.0,1549.0,0.0,0.0,431.0
2014-01-12,0.0,9688.0,0.0,0.0,0.0,25497.0,0.0,311.0,0.0,5061.0,0.0,0.0,0.0,0.0,2745.0,6399.0,0.0,0.0,12312.0,319.0,1872.0,0.0,0.0,529.0
2014-01-13,0.0,12158.0,0.0,0.0,0.0,30319.0,0.0,429.0,0.0,4639.0,0.0,0.0,0.0,0.0,3481.0,5189.0,0.0,0.0,11719.0,582.0,3017.0,0.0,0.0,768.0
2014-01-14,0.0,11488.0,0.0,0.0,0.0,26218.0,0.0,431.0,0.0,3918.0,2.0,0.0,0.0,0.0,3437.0,2465.0,0.0,0.0,10975.0,495.0,2352.0,0.0,0.0,693.0
2014-01-15,0.0,12323.0,0.0,0.0,0.0,27080.0,0.0,423.0,0.0,4201.0,0.0,0.0,0.0,0.0,3592.0,2484.0,0.0,0.0,11540.0,542.0,2036.0,0.0,0.0,831.0
2014-01-16,0.0,10682.0,0.0,0.0,0.0,27300.0,0.0,462.0,0.0,4060.0,0.0,0.0,0.0,0.0,3280.0,2080.0,0.0,0.0,11728.0,988.0,2261.0,0.0,0.0,852.0
2014-01-17,0.0,9458.0,0.0,0.0,0.0,25665.0,0.0,313.0,0.0,5719.0,1.0,0.0,0.0,0.0,3562.0,1965.0,0.0,0.0,11630.0,1399.0,2134.0,0.0,0.0,765.0
2014-01-18,0.0,7477.0,0.0,0.0,0.0,19064.0,0.0,176.0,0.0,5077.0,0.0,0.0,0.0,0.0,2813.0,1582.0,0.0,0.0,11667.0,1229.0,1586.0,0.0,0.0,536.0
2014-01-19,0.0,8681.0,0.0,0.0,0.0,25969.0,0.0,220.0,0.0,4455.0,1.0,0.0,0.0,0.0,3023.0,1741.0,0.0,0.0,11785.0,2174.0,2205.0,0.0,0.0,496.0
2014-01-20,0.0,10206.0,0.0,0.0,0.0,44559.0,0.0,289.0,0.0,9789.0,0.0,0.0,0.0,0.0,3931.0,2061.0,0.0,0.0,11895.0,15713.0,1975.0,0.0,0.0,703.0
2014-01-21,0.0,10513.0,0.0,0.0,0.0,47760.0,0.0,398.0,0.0,5895.0,0.0,0.0,0.0,0.0,3901.0,2135.0,0.0,0.0,11235.0,13159.0,2142.0,0.0,0.0,754.0
2014-01-22,0.0,10566.0,0.0,0.0,0.0,42224.0,0.0,401.0,0.0,4689.0,0.0,0.0,0.0,0.0,3717.0,2082.0,0.0,0.0,12076.0,4259.0,2027.0,0.0,0.0,757.0
2014-01-23,0.0,11020.0,0.0,0.0,0.0,36076.0,0.0,432.0,0.0,4093.0,0.0,0.0,0.0,0.0,4784.0,1869.0,0.0,0.0,11392.0,2348.0,1988.0,0.0,0.0,648.0
2014-01-24,0.0,10283.0,0.0,0.0,0.0,33992.0,0.0,411.0,0.0,4069.0,0.0,0.0,0.0,0.0,4644.0,1566.0,0.0,0.0,11770.0,1819.0,2080.0,0.0,0.0,630.0
2014-01-25,0.0,8289.0,0.0,0.0,0.0,25566.0,0.0,195.0,0.0,5933.0,0.0,0.0,0.0,0.0,3549.0,1368.0,0.0,0.0,12580.0,1241.0,1858.0,0.0,0.0,423.0
2014-01-26,0.0,9038.0,0.0,0.0,0.0,31161.0,0.0,249.0,0.0,4897.0,0.0,0.0,0.0,0.0,3331.0,1662.0,0.0,0.0,12403.0,1087.0,2469.0,0.0,0.0,616.0
2014-01-27,0.0,11051.0,0.0,0.0,0.0,45646.0,0.0,456.0,0.0,4312.0,0.0,0.0,0.0,0.0,4875.0,1748.0,0.0,0.0,11954.0,1185.0,2372.0,0.0,0.0,831.0
2014-01-28,0.0,10228.0,0.0,0.0,0.0,42189.0,0.0,434.0,0.0,4061.0,0.0,0.0,0.0,0.0,6824.0,1640.0,0.0,0.0,11930.0,999.0,2392.0,0.0,0.0,890.0
2014-01-29,0.0,9717.0,0.0,0.0,0.0,43324.0,0.0,450.0,0.0,3567.0,0.0,0.0,0.0,0.0,5356.0,2225.0,0.0,0.0,12374.0,916.0,3291.0,0.0,0.0,1480.0
2014-01-30,0.0,10173.0,0.0,0.0,0.0,46195.0,0.0,441.0,0.0,3758.0,0.0,0.0,0.0,0.0,4899.0,1686.0,0.0,0.0,11212.0,931.0,2469.0,0.0,0.0,1045.0
2014-01-31,0.0,8932.0,0.0,0.0,0.0,41272.0,0.0,409.0,0.0,3694.0,1.0,0.0,0.0,0.0,4089.0,1312.0,0.0,0.0,11422.0,862.0,2015.0,0.0,0.0,798.0
2014-02-01,0.0,8287.0,0.0,0.0,0.0,31880.0,0.0,190.0,0.0,7695.0,0.0,0.0,0.0,0.0,3540.0,1172.0,0.0,0.0,11121.0,521.0,1733.0,0.0,0.0,555.0
2014-02-02,0.0,9730.0,0.0,0.0,0.0,43743.0,0.0,276.0,0.0,7596.0,0.0,0.0,0.0,0.0,3405.0,1629.0,0.0,0.0,11651.0,525.0,2224.0,0.0,0.0,592.0
2014-02-03,0.0,11649.0,0.0,0.0,0.0,70622.0,0.0,428.0,0.0,4917.0,0.0,0.0,0.0,0.0,4888.0,2643.0,0.0,0.0,10687.0,485.0,2442.0,0.0,0.0,675.0
2014-02-04,0.0,11064.0,0.0,0.0,0.0,85702.0,0.0,571.0,0.0,6110.0,1.0,0.0,0.0,0.0,4479.0,2687.0,0.0,0.0,11230.0,437.0,3072.0,0.0,0.0,834.0
2014-02-05,0.0,11530.0,0.0,0.0,0.0,119792.0,0.0,510.0,0.0,5009.0,0.0,0.0,0.0,0.0,4900.0,2118.0,0.0,0.0,11905.0,511.0,2885.0,0.0,0.0,848.0
2014-02-06,0.0,11991.0,0.0,0.0,0.0,161712.0,0.0,456.0,0.0,4554.0,0.0,0.0,0.0,0.0,4418.0,1665.0,0.0,0.0,11247.0,1171.0,2440.0,0.0,0.0,851.0
2014-02-07,0.0,14614.0,0.0,0.0,0.0,290268.0,0.0,449.0,0.0,4779.0,1.0,0.0,0.0,0.0,4261.0,1535.0,0.0,0.0,11854.0,725.0,6501.0,0.0,0.0,760.0
2014-02-08,0.0,11856.0,0.0,0.0,0.0,267149.0,0.0,224.0,0.0,6378.0,0.0,0.0,0.0,0.0,3504.0,1570.0,0.0,0.0,11175.0,425.0,3719.0,0.0,0.0,475.0
2014-02-09,0.0,10854.0,0.0,0.0,0.0,213934.0,0.0,251.0,0.0,7201.0,0.0,0.0,0.0,0.0,3818.0,1237.0,0.0,0.0,12600.0,415.0,3411.0,0.0,0.0,570.0
2014-02-10,0.0,12199.0,0.0,0.0,0.0,215997.0,0.0,462.0,0.0,4787.0,0.0,0.0,0.0,0.0,5307.0,2005.0,0.0,0.0,11319.0,518.0,3090.0,0.0,0.0,796.0
2014-02-11,0.0,12015.0,0.0,0.0,0.0,204961.0,0.0,569.0,0.0,4103.0,1.0,0.0,0.0,0.0,5159.0,2302.0,0.0,0.0,15497.0,567.0,2721.0,0.0,0.0,918.0
2014-02-12,0.0,12069.0,0.0,0.0,0.0,169568.0,0.0,644.0,0.0,3906.0,0.0,0.0,0.0,0.0,4810.0,2531.0,0.0,0.0,11197.0,408.0,3813.0,0.0,0.0,915.0
2014-02-13,0.0,11391.0,0.0,0.0,0.0,151850.0,0.0,451.0,0.0,3321.0,0.0,0.0,0.0,0.0,5959.0,2237.0,0.0,0.0,11929.0,400.0,6012.0,0.0,0.0,833.0
2014-02-14,0.0,9634.0,0.0,0.0,0.0,127012.0,0.0,381.0,0.0,4122.0,0.0,0.0,0.0,0.0,5316.0,1937.0,0.0,0.0,15062.0,345.0,4020.0,0.0,0.0,610.0
2014-02-15,0.0,9423.0,0.0,0.0,0.0,120553.0,0.0,244.0,0.0,6570.0,0.0,0.0,0.0,0.0,4452.0,1386.0,0.0,0.0,15057.0,296.0,2909.0,0.0,0.0,503.0
2014-02-16,0.0,11270.0,0.0,0.0,0.0,115634.0,0.0,302.0,0.0,6683.0,0.0,0.0,0.0,0.0,4907.0,1701.0,0.0,0.0,10050.0,246.0,4988.0,0.0,0.0,562.0
2014-02-17,0.0,11795.0,0.0,0.0,0.0,116620.0,0.0,390.0,0.0,4727.0,0.0,0.0,0.0,0.0,6625.0,3428.0,0.0,0.0,33804.0,419.0,6242.0,0.0,0.0,690.0
2014-02-18,0.0,13029.0,0.0,0.0,0.0,118827.0,0.0,466.0,0.0,4047.0,0.0,0.0,0.0,0.0,5885.0,2780.0,0.0,0.0,10554.0,459.0,4333.0,0.0,0.0,862.0
2014-02-19,0.0,12081.0,0.0,0.0,0.0,114745.0,0.0,453.0,0.0,3752.0,1.0,0.0,0.0,0.0,5392.0,1878.0,0.0,0.0,10743.0,341.0,3844.0,0.0,0.0,765.0
2014-02-20,0.0,11825.0,0.0,0.0,0.0,119860.0,0.0,486.0,0.0,4302.0,0.0,0.0,0.0,0.0,5485.0,1596.0,0.0,0.0,10724.0,344.0,5050.0,0.0,0.0,788.0
2014-02-21,0.0,11213.0,0.0,0.0,0.0,112328.0,0.0,396.0,0.0,4414.0,0.0,0.0,0.0,0.0,5826.0,1431.0,0.0,0.0,10184.0,334.0,3738.0,0.0,0.0,672.0
2014-02-22,0.0,9681.0,0.0,0.0,0.0,96374.0,0.0,237.0,0.0,10692.0,0.0,0.0,0.0,0.0,5310.0,1082.0,0.0,0.0,10744.0,227.0,2901.0,0.0,0.0,531.0
2014-02-23,0.0,14633.0,0.0,0.0,0.0,121553.0,0.0,276.0,0.0,12230.0,1.0,0.0,0.0,0.0,5240.0,1290.0,0.0,0.0,11353.0,216.0,3722.0,0.0,0.0,565.0
2014-02-24,0.0,15318.0,0.0,0.0,0.0,107466.0,0.0,514.0,0.0,7209.0,0.0,0.0,0.0,0.0,6984.0,1677.0,0.0,0.0,10432.0,315.0,4899.0,0.0,0.0,967.0
2014-02-25,0.0,13174.0,0.0,0.0,0.0,51746.0,0.0,494.0,0.0,8133.0,0.0,0.0,0.0,0.0,6795.0,1503.0,0.0,0.0,10255.0,341.0,3567.0,0.0,0.0,967.0
2014-02-26,0.0,12320.0,0.0,0.0,0.0,36225.0,0.0,539.0,0.0,6565.0,0.0,0.0,0.0,0.0,6506.0,1733.0,0.0,0.0,10318.0,333.0,3484.0,0.0,0.0,843.0
2014-02-27,0.0,13285.0,0.0,0.0,0.0,31021.0,0.0,535.0,0.0,6388.0,0.0,0.0,0.0,0.0,6434.0,2021.0,0.0,0.0,10380.0,435.0,4258.0,0.0,0.0,880.0
2014-02-28,0.0,10507.0,0.0,0.0,0.0,23616.0,0.0,473.0,0.0,7536.0,0.0,0.0,0.0,0.0,7079.0,2370.0,0.0,0.0,12852.0,348.0,3142.0,0.0,0.0,811.0
2014-03-01,14774.0,8865.0,0.0,0.0,0.0,14905.0,0.0,252.0,0.0,14533.0,0.0,0.0,0.0,0.0,5879.0,1774.0,0.0,0.0,12056.0,250.0,2873.0,0.0,0.0,555.0
2014-03-02,95306.0,9823.0,0.0,0.0,0.0,15277.0,0.0,340.0,0.0,15931.0,0.0,0.0,0.0,0.0,5675.0,1457.0,0.0,0.0,11285.0,301.0,3867.0,0.0,0.0,598.0
2014-03-03,114744.0,12820.0,0.0,0.0,0.0,17687.0,0.0,526.0,0.0,15980.0,0.0,0.0,0.0,0.0,8493.0,1405.0,0.0,0.0,11127.0,346.0,4058.0,0.0,0.0,827.0
2014-03-04,68007.0,17016.0,0.0,0.0,0.0,15300.0,0.0,492.0,0.0,11740.0,0.0,0.0,0.0,0.0,7765.0,1298.0,0.0,0.0,10362.0,368.0,3136.0,0.0,0.0,936.0
2014-03-05,42650.0,20991.0,0.0,0.0,0.0,13768.0,0.0,480.0,0.0,9426.0,0.0,0.0,0.0,0.0,42726.0,1188.0,0.0,0.0,10557.0,306.0,3147.0,0.0,0.0,1081.0
2014-03-06,52399.0,18134.0,0.0,0.0,0.0,13890.0,0.0,521.0,0.0,7656.0,0.0,0.0,0.0,0.0,12357.0,1274.0,0.0,0.0,10909.0,284.0,3827.0,0.0,0.0,853.0
2014-03-07,55333.0,13804.0,0.0,0.0,0.0,12927.0,0.0,643.0,0.0,7887.0,0.0,0.0,0.0,0.0,10012.0,1418.0,0.0,0.0,11955.0,260.0,3678.0,0.0,0.0,756.0
2014-03-08,28012.0,10196.0,0.0,0.0,0.0,8115.0,0.0,230.0,0.0,16789.0,0.0,0.0,0.0,0.0,7273.0,1138.0,0.0,254740.0,10978.0,187.0,2417.0,0.0,0.0,494.0
2014-03-09,22934.0,10405.0,0.0,0.0,0.0,8113.0,0.0,318.0,0.0,16813.0,0.0,0.0,0.0,0.0,7925.0,1223.0,0.0,268735.0,10016.0,187.0,2998.0,0.0,0.0,596.0
2014-03-10,23671.0,12704.0,0.0,0.0,0.0,9806.0,0.0,478.0,0.0,9313.0,0.0,0.0,0.0,0.0,11810.0,1583.0,0.0,288597.0,10189.0,273.0,3249.0,0.0,0.0,920.0
2014-03-11,21716.0,12357.0,0.0,0.0,0.0,8661.0,0.0,501.0,0.0,9904.0,0.0,0.0,0.0,0.0,10958.0,1274.0,0.0,238148.0,10151.0,338.0,3210.0,0.0,0.0,800.0
2014-03-12,20133.0,14155.0,0.0,0.0,0.0,7578.0,0.0,434.0,0.0,8970.0,2.0,0.0,0.0,0.0,11002.0,1143.0,0.0,201807.0,10001.0,325.0,2971.0,0.0,0.0,1136.0
2014-03-13,19311.0,12300.0,0.0,0.0,0.0,7209.0,0.0,586.0,0.0,10925.0,0.0,0.0,0.0,0.0,11102.0,1064.0,0.0,202378.0,10353.0,240.0,3066.0,0.0,0.0,946.0
2014-03-14,17227.0,10411.0,0.0,0.0,0.0,6443.0,0.0,419.0,0.0,12708.0,1.0,0.0,0.0,0.0,10848.0,1142.0,0.0,199351.0,9607.0,258.0,2993.0,0.0,0.0,725.0
2014-03-15,15287.0,8772.0,0.0,0.0,0.0,4708.0,0.0,288.0,0.0,17070.0,0.0,0.0,0.0,0.0,7964.0,1529.0,0.0,203462.0,10769.0,196.0,2539.0,0.0,0.0,583.0
2014-03-16,20476.0,10399.0,0.0,0.0,0.0,5780.0,0.0,295.0,0.0,18578.0,0.0,0.0,0.0,0.0,7587.0,1669.0,0.0,193105.0,10163.0,192.0,3752.0,0.0,0.0,660.0
2014-03-17,31013.0,12066.0,0.0,0.0,0.0,6098.0,0.0,422.0,0.0,14334.0,1.0,0.0,0.0,0.0,8704.0,1637.0,0.0,208979.0,9474.0,257.0,5050.0,0.0,0.0,905.0
2014-03-18,42898.0,12505.0,0.0,0.0,0.0,5893.0,0.0,496.0,0.0,11693.0,1.0,0.0,0.0,0.0,11224.0,1425.0,0.0,176553.0,10048.0,277.0,4725.0,0.0,0.0,911.0
2014-03-19,36142.0,13086.0,0.0,0.0,0.0,5313.0,0.0,518.0,0.0,9776.0,1.0,0.0,0.0,0.0,11765.0,1510.0,0.0,140497.0,10026.0,323.0,3724.0,0.0,0.0,940.0
2014-03-20,25581.0,12265.0,0.0,0.0,0.0,4976.0,0.0,497.0,0.0,7462.0,0.0,0.0,0.0,0.0,10633.0,1464.0,0.0,131383.0,9996.0,268.0,3435.0,0.0,0.0,757.0
2014-03-21,23908.0,11591.0,0.0,0.0,0.0,4488.0,0.0,409.0,0.0,7066.0,2.0,0.0,0.0,0.0,10342.0,1374.0,0.0,105262.0,9327.0,281.0,2994.0,0.0,0.0,686.0
2014-03-22,22031.0,9600.0,0.0,0.0,0.0,3183.0,0.0,232.0,0.0,8006.0,2.0,0.0,0.0,0.0,9188.0,1327.0,0.0,83541.0,9419.0,263.0,2546.0,0.0,0.0,482.0
2014-03-23,41270.0,10868.0,0.0,0.0,0.0,3814.0,0.0,319.0,0.0,8450.0,0.0,0.0,0.0,0.0,8438.0,1500.0,0.0,79909.0,9695.0,245.0,3986.0,0.0,0.0,673.0
2014-03-24,42621.0,13305.0,0.0,0.0,0.0,4241.0,0.0,515.0,0.0,9719.0,1.0,0.0,0.0,0.0,13781.0,1590.0,0.0,221755.0,9436.0,378.0,4110.0,0.0,0.0,811.0
2014-03-25,28739.0,14553.0,0.0,0.0,0.0,4243.0,0.0,501.0,0.0,7100.0,0.0,0.0,0.0,0.0,15369.0,1456.0,0.0,260775.0,10647.0,308.0,3751.0,0.0,0.0,834.0
2014-03-26,21946.0,13664.0,0.0,0.0,0.0,3861.0,0.0,485.0,0.0,6319.0,0.0,0.0,0.0,0.0,15344.0,1433.0,0.0,148648.0,14007.0,340.0,3298.0,0.0,0.0,810.0
2014-03-27,20409.0,13514.0,0.0,0.0,0.0,3779.0,0.0,477.0,0.0,5484.0,0.0,0.0,0.0,0.0,15505.0,1952.0,0.0,105362.0,12236.0,546.0,2974.0,0.0,0.0,927.0
2014-03-28,12756.0,11714.0,0.0,0.0,0.0,3718.0,0.0,422.0,0.0,5144.0,0.0,0.0,0.0,0.0,13757.0,1925.0,0.0,79141.0,10266.0,835.0,2554.0,0.0,0.0,754.0
2014-03-29,8012.0,10082.0,0.0,0.0,0.0,2601.0,0.0,244.0,0.0,6001.0,0.0,0.0,0.0,0.0,11615.0,1500.0,0.0,59058.0,15301.0,745.0,2813.0,0.0,0.0,569.0
2014-03-30,8495.0,11654.0,0.0,0.0,0.0,2919.0,0.0,280.0,0.0,5343.0,0.0,0.0,0.0,0.0,12896.0,1885.0,0.0,64899.0,11106.0,514.0,3351.0,0.0,0.0,595.0
2014-03-31,9191.0,14865.0,0.0,0.0,0.0,3620.0,0.0,515.0,0.0,4800.0,0.0,0.0,0.0,0.0,18972.0,1352.0,0.0,61961.0,9901.0,479.0,3093.0,0.0,0.0,883.0
2014-04-01,7787.0,15059.0,0.0,0.0,0.0,3136.0,0.0,416.0,0.0,4538.0,0.0,0.0,0.0,0.0,22089.0,1337.0,0.0,58070.0,10000.0,376.0,3516.0,0.0,0.0,900.0
2014-04-02,8418.0,16135.0,0.0,0.0,0.0,3112.0,0.0,447.0,0.0,4487.0,0.0,0.0,0.0,0.0,21646.0,5835.0,0.0,47319.0,11333.0,299.0,2984.0,0.0,0.0,930.0
2014-04-03,7511.0,18269.0,0.0,0.0,0.0,3238.0,0.0,616.0,0.0,4759.0,0.0,0.0,0.0,0.0,26117.0,2580.0,0.0,51826.0,20495.0,362.0,2972.0,0.0,0.0,829.0
